"MouseGene","MUSENSG","HumanGene"
"Kncn","ENSMUSG00000073774","KNCN"
"Tctn1","ENSMUSG00000038593","TCTN1"
"Hhla1","ENSMUSG00000072511","HHLA1"
"Sdr39u1","ENSMUSG00000022223","SDR39U1"
"Zfp784","ENSMUSG00000043290","ZNF784"
"Angptl7","ENSMUSG00000028989","ANGPTL7"
"Smco3","ENSMUSG00000043298","SMCO3"
"Gcnt7","ENSMUSG00000074569","GCNT7"
"Ankrd37","ENSMUSG00000050914","ANKRD37"
"Ctcfl","ENSMUSG00000070495","CTCFL"
"Skor2","ENSMUSG00000091519","SKOR2"
"Nova1","ENSMUSG00000021047","NOVA1"
"Tmem238","ENSMUSG00000030431","TMEM238"
"Isoc2a","ENSMUSG00000086784","ISOC2"
"Gm14391","ENSMUSG00000078903","ZNF442"
"Col6a5","ENSMUSG00000091345","COL6A5"
"Tnik","ENSMUSG00000027692","TNIK"
"Sec14l5","ENSMUSG00000091712","SEC14L5"
"Srp54b","ENSMUSG00000112449","SRP54"
"Clec2l","ENSMUSG00000079598","CLEC2L"
"Gm14326","ENSMUSG00000078862","ZNF442"
"Plb1","ENSMUSG00000029134","PLB1"
"Hist1h2ao","ENSMUSG00000094248","HIST1H2AC"
"Vmn1r224","ENSMUSG00000091151","VN1R2"
"Mthfd2l","ENSMUSG00000029376","MTHFD2L"
"Gm7694","ENSMUSG00000102752","C1orf226"
"Hist1h2bq","ENSMUSG00000069307","HIST1H2BH"
"Hist1h2br","ENSMUSG00000069303","HIST1H2BH"
"Hmcn2","ENSMUSG00000055632","HMCN2"
"Gm7762","MGI:MGI:3779761","ZNF700"
"Bod1l","ENSMUSG00000061755","BOD1L1"
"Trabd2b","ENSMUSG00000070867","TRABD2B"
"Frmpd1","ENSMUSG00000035615","FRMPD1"
"1700016G14Rik","MGI:MGI:1916676","C6orf229"
"Cyp4a31","ENSMUSG00000028712","CYP4A11"
"Vps13b","ENSMUSG00000037646","VPS13B"
"Zscan25","ENSMUSG00000070420","ZSCAN25"
"Atg4a","ENSMUSG00000079418","ATG4A"
"Tmem249","MGI:MGI:3647471","TMEM249"
"Zfp541","ENSMUSG00000078796","ZNF541"
"Zfp991","ENSMUSG00000067916","ZNF616"
"Samd1","ENSMUSG00000079003","SAMD1"
"Rbm24","ENSMUSG00000038132","RBM24"
"Ms4a4a","ENSMUSG00000101389","MS4A4A"
"Bend4","ENSMUSG00000092060","BEND4"
"Pnp2","ENSMUSG00000068417","PNP"
"Gm9992","ENSMUSG00000056133","UNC93A"
"Zbed6","ENSMUSG00000094410","ZBED6"
"Gm12657","MGI:MGI:3651714","H3F3C"
"C1rb","ENSMUSG00000098470","C1R"
"Ifit3b","ENSMUSG00000062488","IFIT3"
"Ifit1bl1","ENSMUSG00000079339","IFIT1"
"Myo3a","ENSMUSG00000025716","MYO3A"
"Zfp600","ENSMUSG00000066007","ZNF616"
"Piezo2","ENSMUSG00000041482","PIEZO2"
"Myh15","ENSMUSG00000092009","MYH15"
"H2-T-ps","MGI:MGI:2442805","HLA-E"
"Trim5","ENSMUSG00000060441","TRIM5"
"Zfp966","ENSMUSG00000089756","ZNF442"
"Gm8909","ENSMUSG00000073402","HLA-A"
"Gm14434","ENSMUSG00000078881","ZNF442"
"Sirpb1b","ENSMUSG00000095028","SIRPB1"
"Syce1l","ENSMUSG00000033409","SYCE1L"
"Ccdc85c","ENSMUSG00000084883","CCDC85C"
"Zxdb","ENSMUSG00000073062","ZXDB"
"Pex10","ENSMUSG00000029047","PEX10"
"Gm9047","ENSMUSG00000090685","LOC100130705"
"Efr3b","ENSMUSG00000020658","EFR3B"
"Bin2","ENSMUSG00000098112","BIN2"
"Fignl2","ENSMUSG00000095440","FIGNL2"
"Dgat2l6","ENSMUSG00000067597","DGAT2L6"
"Kif26a","ENSMUSG00000021294","KIF26A"
"Pabpc1l2b-ps","MGI:MGI:3644774","PABPC1L2A"
"4930544D05Rik","ENSMUSG00000087279","C17orf107"
"Zfp507","ENSMUSG00000044452","ZNF507"
"Mrgpra9","ENSMUSG00000074111","MRGPRX3"
"Mrgpra2a","ENSMUSG00000093973","MRGPRX3"
"Stard9","ENSMUSG00000033705","STARD9"
"Rad21l","ENSMUSG00000074704","RAD21L1"
"Myh7b","ENSMUSG00000074652","MYH7B"
"Gm11596","ENSMUSG00000078261","KRTAP4-9"
"Gm11569","ENSMUSG00000078260","KRTAP4-9"
"Gm11554","ENSMUSG00000078259","KRTAP4-9"
"Gm9507","MGI:MGI:3779917","KRTAP10-7"
"Gm9508","ENSMUSG00000112170","KRTAP10-7"
"Topaz1","ENSMUSG00000094985","TOPAZ1"
"Parp10","ENSMUSG00000063268","PARP10"
"Rnf212","ENSMUSG00000055385","RNF212"
"Sms-ps","MGI:MGI:3705601","SMS"
"Rnf213","ENSMUSG00000070327","RNF213"
"Gm9639","ENSMUSG00000096131","KRTAP10-7"
"Zfp605","ENSMUSG00000023284","ZNF605"
"Fcrl6","ENSMUSG00000070504","FCRL6"
"LOC677525","-","SP110"
"Trappc3l","ENSMUSG00000071340","TRAPPC3L"
"Sap25","ENSMUSG00000079165","SAP25"
"Tomt","ENSMUSG00000078630","LRTOMT"
"Zglp1","ENSMUSG00000079681","ZGLP1"
"Gm10024","ENSMUSG00000094012","KRTAP12-2"
"Ifi208","ENSMUSG00000066677","IFI16"
"Mfap1b","ENSMUSG00000048222","MFAP1"
"Dnajc3","ENSMUSG00000022136","DNAJC3"
"Fam129c","ENSMUSG00000043243","FAM129C"
"Rsph3b","ENSMUSG00000023806","RSPH3"
"Rnaset2a","ENSMUSG00000095687","RNASET2"
"Fam174b","ENSMUSG00000078670","FAM174B"
"Spink13","ENSMUSG00000073551","SPINK13"
"Gm11837","MGI:MGI:3702175","C8orf88"
"Cep85l","ENSMUSG00000038594","CEP85L"
"Olfr55","ENSMUSG00000094891","OR10H1"
"Olfr239","ENSMUSG00000093884","OR10H1"
"Isg15","ENSMUSG00000035692","ISG15"
"Gm14548","ENSMUSG00000074417","LILRB3"
"LOC100038947","ENSMUSG00000074677","SIRPB1"
"Gm2002","ENSMUSG00000095623","IL11RA"
"Gm2023","ENSMUSG00000094661","CCL19"
"0610010B08Rik","ENSMUSG00000078886","ZNF442"
"Ccdc152","ENSMUSG00000091119","CCDC152"
"Tgif2lx2","ENSMUSG00000100194","TGIF2LX"
"Tcf24","ENSMUSG00000099032","TCF24"
"Msmp","ENSMUSG00000078719","MSMP"
"Zcwpw2","MGI:MGI:1921888","ZCWPW2"
"Mthfsl","ENSMUSG00000079427","MTHFS"
"Gm12407","MGI:MGI:3693096","CCL19"
"Ildr2","ENSMUSG00000040612","ILDR2"
"Cldn24","ENSMUSG00000061974","CLDN24"
"Gm2457","MGI:MGI:3780624","CCL19"
"Gm13306","ENSMUSG00000073877","CCL27"
"Gm2506","ENSMUSG00000093828","CCL27"
"Gm2511","ENSMUSG00000108695","SIGLECL1"
"Gfy","ENSMUSG00000095276","GFY"
"Tmem35b","ENSMUSG00000070737","TMEM35B"
"Gm13309","MGI:MGI:3702000","CCL19"
"Gm2564","MGI:MGI:3708691","CCL19"
"Ccl27b","ENSMUSG00000096826","CCL27"
"Gm11563","ENSMUSG00000069718","KRTAP4-8"
"Gm11595","ENSMUSG00000078668","KRTAP4-9"
"Gm2696","ENSMUSG00000112600","KRTAP10-7"
"Mndal","ENSMUSG00000090272","IFI16"
"Dynlt1f","ENSMUSG00000095677","DYNLT1"
"Dynlt1c","ENSMUSG00000000579","DYNLT1"
"Kcnj13","ENSMUSG00000079436","KCNJ13"
"Fancf","ENSMUSG00000092118","FANCF"
"Mroh2a","ENSMUSG00000079429","MROH2A"
"Cyp4a32","ENSMUSG00000063929","CYP4A11"
"Gm3055","MGI:MGI:3809197","ZNF624"
"Tceal7","ENSMUSG00000079428","TCEAL7"
"Iqcf6","ENSMUSG00000091129","IQCF6"
"Gm15448","ENSMUSG00000074419","LILRB3"
"Ahnak2","MGI:MGI:2144831","AHNAK2"
"Hist1h4m","ENSMUSG00000069306","HIST1H4D"
"Gm3233","ENSMUSG00000094120","KRTAP10-7"
"Gm3238","ENSMUSG00000095817","KRTAP10-7"
"Gm3244","MGI:MGI:3781422","NDUFB4"
"Gm3250","ENSMUSG00000096481","KRTAP10-7"
"Gm3285","ENSMUSG00000111915","KRTAP10-7"
"Cyp3a41b","ENSMUSG00000075552","CYP3A5"
"Zfp980","ENSMUSG00000058186","ZNF616"
"Zfp981","ENSMUSG00000056300","ZNF616"
"LOC100041504","ENSMUSG00000094121","CCL21"
"Zkscan16","ENSMUSG00000038630","ZNF483"
"Amd2","ENSMUSG00000063953","AMD1"
"Gm3417","ENSMUSG00000079710","TCTE3"
"LOC100041593","ENSMUSG00000096271","CCL21"
"Gal3st2b","ENSMUSG00000093805","GAL3ST2"
"Gm3448","ENSMUSG00000079710","TCTE3"
"Zfp984","ENSMUSG00000078495","ZNF616"
"Sap18b","ENSMUSG00000061104","SAP18"
"Gapdh-ps15","MGI:MGI:5434255","GAPDH"
"Nrg2","ENSMUSG00000060275","NRG2"
"Gm3776","ENSMUSG00000111709","GSTA5"
"Gm10639","ENSMUSG00000074179","GSTA5"
"Pdcd5-ps","MGI:MGI:3782009","PDCD5"
"Smim17","ENSMUSG00000093536","SMIM17"
"Nhsl2","ENSMUSG00000079481","NHSL2"
"Ccl21b","ENSMUSG00000095675","CCL21"
"Gm3873","MGI:MGI:3782046","NDUFB4"
"Gm13305","ENSMUSG00000073876","IL11RA"
"Prdm11","ENSMUSG00000075028","PRDM11"
"Eif3j2","ENSMUSG00000043424","EIF3J"
"H2al2b","ENSMUSG00000095573",NA
"H2al1a","ENSMUSG00000100626",NA
"H2al1b","ENSMUSG00000101819",NA
"H2al1c","ENSMUSG00000096097",NA
"H2al1d","ENSMUSG00000094904",NA
"H2al1f","ENSMUSG00000095655",NA
"H2al1g","ENSMUSG00000095662",NA
"H2al1h","ENSMUSG00000099443",NA
"H2al1i","ENSMUSG00000095445",NA
"Rex2","ENSMUSG00000067919","ZNF616"
"Gm4184","MGI:MGI:3782360","SEC61G"
"Tmem207","ENSMUSG00000091972","TMEM207"
"Cd300ld4","ENSMUSG00000069609","CD300LD"
"Cd300ld5","ENSMUSG00000089722","CD300LD"
"BB114814","MGI:MGI:2142288","LOC729800"
"Nps","ENSMUSG00000073804","NPS"
"Tigit","ENSMUSG00000071552","TIGIT"
"Ankrd66","ENSMUSG00000096140","ANKRD66"
"Gm14308","ENSMUSG00000078880","ZNF442"
"Gm14305","ENSMUSG00000078878","ZNF442"
"Olfr1564","ENSMUSG00000096169","OR10H5"
"Gng5-ps","MGI:MGI:3783217","GNG5"
"Srcap","ENSMUSG00000053877","SRCAP"
"Rbx1-ps","MGI:MGI:3710517","RBX1"
"Amy2a4","ENSMUSG00000096770","AMY2B"
"Amy2a3","ENSMUSG00000093931","AMY2B"
"Amy2a2","ENSMUSG00000096569","AMY2B"
"Zfp831","ENSMUSG00000050600","ZNF831"
"R3hdml","ENSMUSG00000078949","R3HDML"
"Gm4724","ENSMUSG00000078897","ZNF442"
"LOC100043918","-","CCL19"
"Fam205a4","ENSMUSG00000078746","FAM205A"
"LOC100043921","-","CCL19"
"Tgfbr3l","ENSMUSG00000089736","TGFBR3L"
"Rnf223","ENSMUSG00000110404","RNF223"
"Ect2l","ENSMUSG00000071392","ECT2L"
"Cfap43","ENSMUSG00000044948","CFAP43"
"Pet117","ENSMUSG00000098387","PET117"
"Ddx43","ENSMUSG00000070291","DDX43"
"Yy2","ENSMUSG00000046873","YY2"
"Dnah7c","ENSMUSG00000101337","DNAH7"
"Adat3","ENSMUSG00000035370","ADAT3"
"Krt83","ENSMUSG00000067613","KRT83"
"Sco2","ENSMUSG00000091780","SCO2"
"Gm44504","ENSMUSG00000015290","UBL4A"
"Krtap10-4","ENSMUSG00000069582","KRTAP10-7"
"Ttll2","ENSMUSG00000079722","TTLL2"
"Gon7","ENSMUSG00000091931","GON7"
"Gm17359","ENSMUSG00000091685","C4orf45"
"Btbd18","ENSMUSG00000086598","BTBD18"
"Alkal2","ENSMUSG00000054204","ALKAL2"
"Gm17455","ENSMUSG00000090439","C10orf105"
"Zfp967","ENSMUSG00000095199","ZNF442"
"Dynlt1a","ENSMUSG00000092074","DYNLT1"
"Pate3","ENSMUSG00000094995","PATE3"
"Pate1","ENSMUSG00000091215","PATE1"
"Dthd1","ENSMUSG00000090326","DTHD1"
"Gm21948","ENSMUSG00000074141","IL4I1"
"Zfp729b","ENSMUSG00000058093","ZNF729"
"Tex50","MGI:MGI:1922183","TEX50"
"Rubcn","ENSMUSG00000035629","RUBCN"
"Kifc1","ENSMUSG00000079553","KIFC1"
"Gm11562","ENSMUSG00000062278","KRTAP2-1"
"Gm19402","ENSMUSG00000095970","KRTAP10-7"
"Epg5","ENSMUSG00000039840","EPG5"
"Ccdc13","ENSMUSG00000079235","CCDC13"
"Kcnmb3","ENSMUSG00000091091","KCNMB3"
"Gm19428","MGI:MGI:5011613","ZNF700"
"Olfr331","ENSMUSG00000058807","OR2T4"
"Gm10142","ENSMUSG00000094146","KRTAP12-2"
"Colca2","ENSMUSG00000079559","COLCA2"
"Gm10100","ENSMUSG00000096421","KRTAP12-2"
"Pdzd7","ENSMUSG00000074818","PDZD7"
"Armcx4","ENSMUSG00000049804","ARMCX4"
"Klhl3","ENSMUSG00000014164","KLHL3"
"Btbd8","ENSMUSG00000111375","BTBD8"
"Trpc5os","ENSMUSG00000072934","TRPC5OS"
"Pifo","ENSMUSG00000010136","PIFO"
"Zfp648","ENSMUSG00000066797","ZNF648"
"Tmem95","ENSMUSG00000094845","TMEM95"
"Tpbgl","ENSMUSG00000096606","TPBGL"
"Gm19668","ENSMUSG00000096380","KRTAP10-7"
"Nuggc","ENSMUSG00000061356","NUGGC"
"Bbip1","ENSMUSG00000084957","BBIP1"
"Fsbp","ENSMUSG00000094595","FSBP"
"Zfp534","ENSMUSG00000062518","ZNF616"
"Hbb-bs","ENSMUSG00000052305","HBB"
"Lnp1","ENSMUSG00000109588","LNP1"
"Rpl5","ENSMUSG00000058558","RPL5"
"Gm5741","ENSMUSG00000095845",NA
"Dnajc19-ps","MGI:MGI:3709029","DNAJC19"
"Gm5901","ENSMUSG00000078611","C11orf42"
"Ccdc149","ENSMUSG00000045790","CCDC149"
"Pet100","ENSMUSG00000087687","PET100"
"Smpd5","ENSMUSG00000071724","SMPD5"
"Zfp965","ENSMUSG00000078896","ZNF559-ZNF177"
"Gm17266","MGI:MGI:4936900","C18orf63"
"Acpt","ENSMUSG00000012777","ACP4"
"Ccer2","ENSMUSG00000096257","CCER2"
"Fam181a","ENSMUSG00000096753","FAM181A"
"Krtap16-1","ENSMUSG00000078253","KRTAP16-1"
"Micalcl","ENSMUSG00000030771","MICALCL"
"Ccdc170","ENSMUSG00000019767","CCDC170"
"Gm10591","ENSMUSG00000096596","CCL21"
"Abhd12b","ENSMUSG00000090121","ABHD12B"
"Gm13304","ENSMUSG00000073878","CCL21"
"Gm1987","ENSMUSG00000095320","CCL21"
"H2-Ea-ps","MGI:MGI:95900","HLA-DRA"
"Prr22","ENSMUSG00000090273","PRR22"
"Dcdc2b","ENSMUSG00000078552","DCDC2B"
"3425401B19Rik","ENSMUSG00000071540","C10orf71"
"Cisd3b","MGI:MGI:5012452","CISD3"
"Mettl21b","ENSMUSG00000080115","EEF1AKMT3"
"Atg14","ENSMUSG00000037526","ATG14"
"Plscr5","ENSMUSG00000095654","PLSCR5"
"Tmppe","ENSMUSG00000079260","TMPPE"
"Gm21949","ENSMUSG00000102422","IQCJ-SCHIP1"
"Gm11127","ENSMUSG00000079492","HLA-F"
"Fer1l5","ENSMUSG00000037432","FER1L5"
"LOC100861618","-","CCL19"
"Gm21104","MGI:MGI:5434459","CCL19"
"LOC100861969","ENSMUSG00000095456","IL11RA"
"LOC100861978","ENSMUSG00000095247","CCL27"
"LOC100862043","-","FAM205A"
"Cfap99","ENSMUSG00000109572","CFAP99"
"Gm10698","MGI:MGI:3704329","TMED2"
"Gm21541","ENSMUSG00000094065","CCL21"
"Fam205a3","ENSMUSG00000093996","FAM205A"
"LOC100862324","ENSMUSG00000079774","FAM205A"
"Entpd4b","ENSMUSG00000022066","ENTPD4"
"Heatr4","MGI:MGI:4937307","HEATR4"
"Gm29738","MGI:MGI:5588897","ZNF845"
"Gm29746","MGI:MGI:5588905","ZNF845"
"Gm29802","MGI:MGI:5588961","KRTAP12-1"
"Gm16026","MGI:MGI:3783243","SP110"
"Hbb-bt","ENSMUSG00000073940","HBB"
"Evi2","ENSMUSG00000070354","EVI2B"
"Ak6","ENSMUSG00000078941","AK6"
"Lbhd1","ENSMUSG00000096740","LBHD1"
"Catspere2","MGI:MGI:5589632","CATSPERE"
"Rnf212b","ENSMUSG00000112858","RNF212B"
"Gm30910","MGI:MGI:5590069","ZNF616"
"Gm31166","MGI:MGI:5590325",NA
"Gm31526","MGI:MGI:5590685","ZNF845"
"Gm31714","MGI:MGI:5590873","ZNF700"
"LOC102634333","ENSMUSG00000090066","LOC285556"
"Gm32687","ENSMUSG00000112640","ZNF433"
"Malrd1","ENSMUSG00000075520","MALRD1"
"LOC102635566","-","C2orf16"
"Gm28729","ENSMUSG00000099564",NA
"LOC102635990","ENSMUSG00000044581","C2orf16"
"Gm33378","MGI:MGI:5592537","ZNF433"
"Als2cr11b","MGI:MGI:5592748","C2CD6"
"Gm33749","MGI:MGI:5592908","LCN15"
"Gm20541","MGI:MGI:5142006","ZNF124"
"Gm34066","MGI:MGI:5593225","C2orf66"
"LOC102637269","-","SEC61G"
"Ly6l","ENSMUSG00000093626","LY6L"
"Gm34638","MGI:MGI:5593797",NA
"LOC102638047","ENSMUSG00000079808","SP110"
"Ccdc188","-","CCDC188"
"LOC102638085","-","C2orf16"
"Gm35459","MGI:MGI:5594618","LOC100996274"
"Znf660","-","ZNF660"
"LOC102639543","ENSMUSG00000037849","IFI16"
"Gm14296","ENSMUSG00000074527","ZNF559-ZNF177"
"Gm12881","MGI:MGI:3651892","SEC61G"
"LOC102640500","ENSMUSG00000095593","KRTAP10-7"
"Pvrig","ENSMUSG00000109713","PVRIG"
NA,NA,"ACP5"
NA,NA,"ACTN3"
NA,NA,"ADH1A"
NA,NA,"ADH1B"
NA,NA,"ADH6"
NA,NA,"AP2B1"
NA,NA,"ACAN"
NA,NA,"ALDH3B2"
NA,NA,"AMELX"
NA,NA,"AMY1A"
NA,NA,"AMY1B"
NA,NA,"AMY1C"
NA,NA,"ANK2"
NA,NA,"SLC25A6"
NA,NA,"APOC1"
NA,NA,"APOC3"
NA,NA,"STS"
NA,NA,"ARSD"
NA,NA,"ARSE"
NA,NA,"ARSF"
NA,NA,"ASMT"
NA,NA,"FXYD2"
NA,NA,"ATP5E"
NA,NA,"ATP5I"
NA,NA,"AZU1"
NA,NA,"BAGE"
NA,NA,"BMI1"
NA,NA,"BMP8B"
NA,NA,"DST"
NA,NA,"BST2"
NA,NA,"C4A"
NA,NA,"C4B"
NA,NA,"C4BPA"
NA,NA,"C4BPB"
NA,NA,"FMNL1"
NA,NA,"CALCA"
NA,NA,"CALD1"
NA,NA,"CALM1"
NA,NA,"CALM2"
NA,NA,"CALM3"
NA,NA,"CAPS"
NA,NA,"CASP5"
NA,NA,"CASP10"
NA,NA,"CBS"
NA,NA,"CD1A"
NA,NA,"CD1B"
NA,NA,"CD1C"
NA,NA,"CD1E"
NA,NA,"CD8B2"
NA,NA,"CD33"
NA,NA,"SIGLEC6"
NA,NA,"CD58"
NA,NA,"CDK11B"
NA,NA,"CDC42"
NA,NA,"CDK3"
NA,NA,"CDKN1C"
NA,NA,"CDR1"
NA,NA,"CDSN"
NA,NA,"CD52"
NA,NA,"CEACAM5"
NA,NA,"CETP"
NA,NA,"CGB3"
NA,NA,"CEACAM3"
NA,NA,"CEACAM7"
NA,NA,"CEACAM8"
NA,NA,"CEACAM4"
NA,NA,"FOXN3"
NA,NA,"CHI3L2"
NA,NA,"CKMT1B"
NA,NA,"CLC"
NA,NA,"CLIC2"
NA,NA,"CNGB1"
NA,NA,"COL17A1"
NA,NA,"COX5B"
NA,NA,"COX6C"
NA,NA,"COX7C"
NA,NA,"CR1"
NA,NA,"CRIP2"
NA,NA,"CRYAA"
NA,NA,"CSH1"
NA,NA,"CSH2"
NA,NA,"CSN1S1"
NA,NA,"CST1"
NA,NA,"CST2"
NA,NA,"CST4"
NA,NA,"CTAG1B"
NA,NA,"CTRB1"
NA,NA,"CTSL"
NA,NA,"CUX1"
NA,NA,"CYLC1"
NA,NA,"CYLC2"
NA,NA,"CYP2A6"
NA,NA,"CYP2A7"
NA,NA,"CYP2A13"
NA,NA,"CYP2C19"
NA,NA,"CYP2D7"
NA,NA,"CYP2D6"
NA,NA,"CYP3A4"
NA,NA,"DAZ1"
NA,NA,"DAZL"
NA,NA,"AKR1C1"
NA,NA,"AKR1C2"
NA,NA,"DEFA1"
NA,NA,"DEFA3"
NA,NA,"DEFA4"
NA,NA,"DEFA5"
NA,NA,"DEFA6"
NA,NA,"DEFB1"
NA,NA,"DEFB4A"
NA,NA,"CYB5R3"
NA,NA,"DIAPH2"
NA,NA,"DYNC1I2"
NA,NA,"DSPP"
NA,NA,"EDA"
NA,NA,"ELF5"
NA,NA,"ELN"
NA,NA,"ERV3-1"
NA,NA,"ESA4"
NA,NA,"ESB3"
NA,NA,"ESRRA"
NA,NA,"EWSR1"
NA,NA,"FCAR"
NA,NA,"FCGR1B"
NA,NA,"FCGR3A"
NA,NA,"FCGR3B"
NA,NA,"FCN2"
NA,NA,"FOXE3"
NA,NA,"FLG"
NA,NA,"AFF2"
NA,NA,"FOLH1"
NA,NA,"FOLR3"
NA,NA,"FPR3"
NA,NA,"FUS"
NA,NA,"FUT3"
NA,NA,"FUT5"
NA,NA,"FUT6"
NA,NA,"IFI6"
NA,NA,"G6PR"
NA,NA,"GAGE1"
NA,NA,"GABRE"
NA,NA,"GAGE2C"
NA,NA,"GAGE4"
NA,NA,"GAGE5"
NA,NA,"GAGE6"
NA,NA,"GAGE7"
NA,NA,"GBP1"
NA,NA,"GCG"
NA,NA,"OPN1MW"
NA,NA,"GH1"
NA,NA,"GH2"
NA,NA,"GLI4"
NA,NA,"GLUD2"
NA,NA,"GMFA"
NA,NA,"GNRH2"
NA,NA,"NPBWR2"
NA,NA,"GPR32"
NA,NA,"GPR36"
NA,NA,"MLNR"
NA,NA,"GPR42"
NA,NA,"CXCL1"
NA,NA,"GSTA1"
NA,NA,"GSTA2"
NA,NA,"GSTA4"
NA,NA,"GSTT1"
NA,NA,"GSTT2"
NA,NA,"GUK2"
NA,NA,"GYPA"
NA,NA,"GYPB"
NA,NA,"GYPE"
NA,NA,"GZMB"
NA,NA,"HIST1H1E"
NA,NA,"HIST1H1B"
NA,NA,"H3F3A"
NA,NA,"H3F3B"
NA,NA,"HIST1H1A"
NA,NA,"HBA1"
NA,NA,"HBA2"
NA,NA,"HBM"
NA,NA,"HBD"
NA,NA,"HBG1"
NA,NA,"CFHR2"
NA,NA,"NRG1"
NA,NA,"HLA-B"
NA,NA,"HLA-C"
NA,NA,"HLA-DPA1"
NA,NA,"HLA-DPB1"
NA,NA,"HLA-DQA2"
NA,NA,"HLA-DQB2"
NA,NA,"HLA-DQB3"
NA,NA,"HLA-DRB1"
NA,NA,"HLA-DRB3"
NA,NA,"HLA-DRB4"
NA,NA,"HMGB1"
NA,NA,"HMGB3"
NA,NA,"HMGN2"
NA,NA,"HNRNPA1"
NA,NA,"HPR"
NA,NA,"HRC"
NA,NA,"HRG"
NA,NA,"HSPA1A"
NA,NA,"HSPA1B"
NA,NA,"HSPA6"
NA,NA,"HTN1"
NA,NA,"HTN3"
NA,NA,"HTR1E"
NA,NA,"ICAM3"
NA,NA,"IFI27"
NA,NA,"IFNA1"
NA,NA,"IFNA2"
NA,NA,"IFNA5"
NA,NA,"IFNA6"
NA,NA,"IFNA7"
NA,NA,"IFNA8"
NA,NA,"IFNA10"
NA,NA,"IFNA13"
NA,NA,"IFNA14"
NA,NA,"IFNA16"
NA,NA,"IFNA17"
NA,NA,"IFNA21"
NA,NA,"IFNW1"
NA,NA,"IGH"
NA,NA,"IGL"
NA,NA,"IGLL1"
NA,NA,"IL3"
NA,NA,"CXCL8"
NA,NA,"INSL4"
NA,NA,"IVL"
NA,NA,"ANOS1"
NA,NA,"KCNE1"
NA,NA,"KCNN2"
NA,NA,"KIR2DL1"
NA,NA,"KIR2DL2"
NA,NA,"KIR2DL3"
NA,NA,"KIR2DL4"
NA,NA,"KIR2DS1"
NA,NA,"KIR2DS3"
NA,NA,"KIR2DS4"
NA,NA,"KIR2DS5"
NA,NA,"KIR3DL1"
NA,NA,"KIR3DL2"
NA,NA,"KIR3DS1"
NA,NA,"KLK1"
NA,NA,"KLK2"
NA,NA,"KLRC2"
NA,NA,"KLRC3"
NA,NA,"KIF25"
NA,NA,"KPNA5"
NA,NA,"KRTAP5-9"
NA,NA,"KRT2"
NA,NA,"KRT3"
NA,NA,"KRT6A"
NA,NA,"KRT9"
NA,NA,"KRT10"
NA,NA,"KRT33A"
NA,NA,"KRT33B"
NA,NA,"KRT85"
NA,NA,"KTN1"
NA,NA,"LAIR2"
NA,NA,"LCN1"
NA,NA,"LGALS7"
NA,NA,"LGALS9"
NA,NA,"LIPB"
NA,NA,"LOR"
NA,NA,"LPA"
NA,NA,"LPAL1"
NA,NA,"MARCKS"
NA,NA,"MAGEA1"
NA,NA,"MAGEA2"
NA,NA,"MAGEA3"
NA,NA,"MAGEA4"
NA,NA,"MAGEA5"
NA,NA,"MAGEA6"
NA,NA,"MAGEA8"
NA,NA,"MAGEA9"
NA,NA,"MAGEA12"
NA,NA,"MAGEB3"
NA,NA,"MAGEB4"
NA,NA,"SMCP"
NA,NA,"BORCS8-MEF2B"
NA,NA,"MEIS1"
NA,NA,"MER5"
NA,NA,"SCGB2A1"
NA,NA,"SCGB2A2"
NA,NA,"MIA2"
NA,NA,"CD99"
NA,NA,"CXCL9"
NA,NA,"MLN"
NA,NA,"MNDA"
NA,NA,"MOCS1"
NA,NA,"MSBP1"
NA,NA,"MSBP2"
NA,NA,"MSK9"
NA,NA,"MSK10"
NA,NA,"MSK32"
NA,NA,"MSK38"
NA,NA,"MT1A"
NA,NA,"MT1B"
NA,NA,"MT1E"
NA,NA,"MT1F"
NA,NA,"MT1G"
NA,NA,"MT1H"
NA,NA,"MT1M"
NA,NA,"MT1X"
NA,NA,"MT2A"
NA,NA,"MT3"
NA,NA,"ATP8"
NA,NA,"MTCP1"
NA,NA,"MUC1"
NA,NA,"MUC4"
NA,NA,"MUC7"
NA,NA,"MX1"
NA,NA,"MX2"
NA,NA,"MYL5"
NA,NA,"MYSA"
NA,NA,"PPP1R12B"
NA,NA,"CEACAM6"
NA,NA,"NBL1"
NA,NA,"NDUFB1"
NA,NA,"NDUFS5"
NA,NA,"NEDD4"
NA,NA,"NEFM"
NA,NA,"NT3"
NA,NA,"NPPB"
NA,NA,"NRGN"
NA,NA,"OCM2"
NA,NA,"OR1F1"
NA,NA,"SLC22A18AS"
NA,NA,"ORM1"
NA,NA,"ORM2"
NA,NA,"P2RY11"
NA,NA,"PABPC3"
NA,NA,"PAEP"
NA,NA,"PBG1"
NA,NA,"PCMT1"
NA,NA,"PCNT"
NA,NA,"PDE4D"
NA,NA,"PDHA2"
NA,NA,"PEPB"
NA,NA,"PEPC"
NA,NA,"PEPE"
NA,NA,"PF4V1"
NA,NA,"PGA5"
NA,NA,"PI3"
NA,NA,"SERPINA4"
NA,NA,"PLA2G2A"
NA,NA,"PLGLB2"
NA,NA,"PLGLB1"
NA,NA,"PLN"
NA,NA,"PMAIP1"
NA,NA,"PODXL"
NA,NA,"POU3F1"
